isDGA,domain,host,subclass
dga,njsntgjggtkn,njsntgjggtkn.ru,cryptolocker
dga,teojsisjhlycnwf,teojsisjhlycnwf.net,cryptolocker
dga,1or09av1rmig3q8rekxvuad1t5,1or09av1rmig3q8rekxvuad1t5.com,newgoz
dga,bqwbyfutkvgdydytwsrjfdnr,bqwbyfutkvgdydytwsrjfdnr.ru,goz
dga,1ypsp2k1funyrzgqgp7o1wpprm9,1ypsp2k1funyrzgqgp7o1wpprm9.com,gameoverdga
dga,1bijfwq1qez2mnx77yr188phu2,1bijfwq1qez2mnx77yr188phu2.biz,newgoz
dga,pickgone,pickgone.net,nivdort
dga,15apblf1p56qqn3npn7e1r0cssm,15apblf1p56qqn3npn7e1r0cssm.com,gameoverdga
dga,qaflouxsmvhjfxh,qaflouxsmvhjfxh.ru,cryptolocker
dga,jvnmpxfwhhsmj,jvnmpxfwhhsmj.ru,cryptolocker
dga,1vqiegq4pg0ksm5xd7iohnzgz,1vqiegq4pg0ksm5xd7iohnzgz.net,newgoz
dga,withopen,withopen.net,nivdort
dga,qbxwijmhhvesghthrh,qbxwijmhhvesghthrh.ru,necurs
dga,qwdepvtqh,qwdepvtqh.org,necurs
dga,darkthank,darkthank.net,nivdort
dga,f7570594ecdd9c122092347643463c45,f7570594ecdd9c122092347643463c45.co.cc,bamital
dga,sqnwdjbgvgqj,sqnwdjbgvgqj.ru,cryptolocker
dga,ryievgujvgeb,ryievgujvgeb.ru,cryptolocker
dga,eflrlvmrdfqewga,eflrlvmrdfqewga.ru,cryptolocker
dga,wifelive,wifelive.net,nivdort
dga,9ae537c1fdabdf3c243de194c84d9a89,9ae537c1fdabdf3c243de194c84d9a89.cz.cc,bamital
dga,177g7xm1xadoisk7qkqna3yzxo,177g7xm1xadoisk7qkqna3yzxo.org,newgoz
dga,fairjune,fairjune.net,nivdort
dga,rnperfmkokyr,rnperfmkokyr.ru,cryptolocker
dga,ljuofuevlprsvs,ljuofuevlprsvs.ru,cryptolocker
dga,dreamtuesday,dreamtuesday.net,nivdort
dga,wurcwtheqfvfika,wurcwtheqfvfika.ru,cryptolocker
dga,yyekcnixwbwyiijhxupj,yyekcnixwbwyiijhxupj.tj,necurs
dga,groupmarch,groupmarch.net,nivdort
dga,xpgwuviippsfs,xpgwuviippsfs.ru,cryptolocker
dga,16xwp3lg28g3g1h7jdjy6hlfud,16xwp3lg28g3g1h7jdjy6hlfud.biz,gameoverdga
dga,df4e9883fc7b1ed7c90809557c109df7,df4e9883fc7b1ed7c90809557c109df7.co.cc,bamital
dga,f8jcee18hoz3a1cgc2meibupf6,f8jcee18hoz3a1cgc2meibupf6.com,newgoz
dga,1ys2zxh1y2mpeg1l0rpgnr95m6w,1ys2zxh1y2mpeg1l0rpgnr95m6w.org,newgoz
dga,pfikjizqotwamhnjxojfdytlvo,pfikjizqotwamhnjxojfdytlvo.ru,goz
dga,cxcmejmas,cxcmejmas.cm,necurs
dga,1hk7hi5l8jalc158auhd1kxmm4p,1hk7hi5l8jalc158auhd1kxmm4p.com,gameoverdga
dga,vvweyrfyhoogdn,vvweyrfyhoogdn.ru,cryptolocker
dga,7dbd63d5ea61873b3101b214df518120,7dbd63d5ea61873b3101b214df518120.co.cc,bamital
dga,salteight,salteight.net,nivdort
dga,klmrmyevcedimbg,klmrmyevcedimbg.ru,cryptolocker
dga,engwjosbfrphcv,engwjosbfrphcv.ru,cryptolocker
dga,nwfwtcciayrvhmklvt,nwfwtcciayrvhmklvt.ir,necurs
dga,1g4u97s963jowm9euwh1yabr9s,1g4u97s963jowm9euwh1yabr9s.biz,newgoz
dga,jhpeimsbukey,jhpeimsbukey.net,cryptolocker
dga,f353daab51eb13764aeebd24c8fd8072,f353daab51eb13764aeebd24c8fd8072.co.cc,bamital
dga,17fxr3j155cv4k1381xar1hj2m7l,17fxr3j155cv4k1381xar1hj2m7l.net,newgoz
dga,gcocpnymrsaakf,gcocpnymrsaakf.net,cryptolocker
dga,dtowyvspfvcbqbtwhskwsorl,dtowyvspfvcbqbtwhskwsorl.ru,goz
dga,sfmbdpnijlarq,sfmbdpnijlarq.cc,necurs
dga,xurdosbwssjsu,xurdosbwssjsu.ru,cryptolocker
dga,fofoaauhxtstu,fofoaauhxtstu.ru,cryptolocker
dga,mawjloygvmfihq,mawjloygvmfihq.ru,cryptolocker
dga,syrhjhhbhkwdlhs,syrhjhhbhkwdlhs.ru,cryptolocker
dga,iwhroelpm,iwhroelpm.ir,necurs
dga,w7y5jw19vfsus1pvhnjly7z2bw,w7y5jw19vfsus1pvhnjly7z2bw.com,gameoverdga
dga,sehopvcpuawjorj,sehopvcpuawjorj.ru,cryptolocker
dga,wertmbcgjwneg,wertmbcgjwneg.ru,cryptolocker
dga,gnwehrvcrkqc,gnwehrvcrkqc.ru,cryptolocker
dga,557ca7cbbb9d93d895e6e8a3cc32e91a,557ca7cbbb9d93d895e6e8a3cc32e91a.cz.cc,bamital
dga,75438107fd9901bfde56911a69abe96f,75438107fd9901bfde56911a69abe96f.cz.cc,bamital
dga,jznmh612cxrbtrhdyzv1s0k4lz,jznmh612cxrbtrhdyzv1s0k4lz.com,gameoverdga
dga,vnootwgbsjfqgg,vnootwgbsjfqgg.ru,cryptolocker
dga,jefbfnfiybau,jefbfnfiybau.biz,cryptolocker
dga,faylxffphicavnw,faylxffphicavnw.ru,cryptolocker
dga,e86db8e4f8e713f27543f31e941cdf86,e86db8e4f8e713f27543f31e941cdf86.co.cc,bamital
dga,e5k3yjayihgrgq92f2bi9aq5,e5k3yjayihgrgq92f2bi9aq5.org,newgoz
dga,joinmeet,joinmeet.net,nivdort
dga,hdbuuevynphl,hdbuuevynphl.ru,cryptolocker
dga,gv0dy81xurl0v9bat9u1mn2efc,gv0dy81xurl0v9bat9u1mn2efc.com,newgoz
dga,deaddeal,deaddeal.net,nivdort
dga,ljpumwlcvoqiej,ljpumwlcvoqiej.ru,cryptolocker
dga,ikovbcrcsikmt,ikovbcrcsikmt.co.uk,cryptolocker
dga,mmiplhrtueepl,mmiplhrtueepl.com,cryptolocker
dga,1jqiq8q6yof9i0v396f8k6zb,1jqiq8q6yof9i0v396f8k6zb.net,newgoz
dga,groupgift,groupgift.net,nivdort
dga,imcdqxpnutejgc,imcdqxpnutejgc.biz,cryptolocker
dga,sickwhere,sickwhere.net,nivdort
dga,x92ebo140zp7v612wlg1h43rdv,x92ebo140zp7v612wlg1h43rdv.biz,newgoz
dga,1i6b4hpzzeklu1pzbwwnit1f6u,1i6b4hpzzeklu1pzbwwnit1f6u.com,newgoz
dga,15v6ivi2wxwpc1gyme7b1fwmagz,15v6ivi2wxwpc1gyme7b1fwmagz.net,gameoverdga
dga,guuubercaabfbf,guuubercaabfbf.ru,cryptolocker
dga,uwyhbauotcpzxlnvhfmxkkbqobuk,uwyhbauotcpzxlnvhfmxkkbqobuk.ru,goz
dga,wifeheat,wifeheat.net,nivdort
dga,vbhjgvkiwvfrt,vbhjgvkiwvfrt.tv,necurs
dga,18cyw0xzvq7su1v6rp5sttscml,18cyw0xzvq7su1v6rp5sttscml.org,newgoz
dga,nhtcrhnvtrhkat,nhtcrhnvtrhkat.ru,cryptolocker
dga,lxpbi1uhd1c6pvvbg510hdg25,lxpbi1uhd1c6pvvbg510hdg25.com,newgoz
dga,joinpure,joinpure.net,nivdort
dga,021194bbaf31cd3ed38d77eb45450f54,021194bbaf31cd3ed38d77eb45450f54.org,bamital
dga,vshlhfrtgrbdfx,vshlhfrtgrbdfx.ru,cryptolocker
dga,vuyfegucjhrgjjl,vuyfegucjhrgjjl.ru,cryptolocker
dga,rpvkpcdbessdi,rpvkpcdbessdi.ru,cryptolocker
dga,qkbbildwkijirgitppblp,qkbbildwkijirgitppblp.ru,goz
dga,1eary2dp5rynm1nj7j8wx8w63t,1eary2dp5rynm1nj7j8wx8w63t.org,gameoverdga
dga,ableslept,ableslept.net,nivdort
dga,tzoh7h4oeiwhlgeg3n1rdklp4,tzoh7h4oeiwhlgeg3n1rdklp4.com,newgoz
dga,moveloud,moveloud.net,nivdort
dga,smngqqvmkaqtp,smngqqvmkaqtp.ru,cryptolocker
dga,abeeikqddmenf,abeeikqddmenf.biz,necurs
dga,15lq0id1rm4h73b2qlt21ubtdos,15lq0id1rm4h73b2qlt21ubtdos.org,newgoz
dga,6prtz9jdc51n1tnxo0q1vuv2li,6prtz9jdc51n1tnxo0q1vuv2li.com,newgoz
dga,sgmllnynnbxspi,sgmllnynnbxspi.net,cryptolocker
dga,ftomfvkwwjluikq,ftomfvkwwjluikq.ru,cryptolocker
dga,qleycqbvwenehtjaexdn,qleycqbvwenehtjaexdn.bit,necurs
dga,038888c11d8781e8fc8a85544afc1962,038888c11d8781e8fc8a85544afc1962.cz.cc,bamital
dga,1biwhey1iujecglpfcugw8q1fe,1biwhey1iujecglpfcugw8q1fe.biz,newgoz
dga,ssyenbdsvlqvwf,ssyenbdsvlqvwf.ru,cryptolocker
dga,b7d2e0fa366b0ee60c23df7c627e4b47,b7d2e0fa366b0ee60c23df7c627e4b47.info,bamital
dga,dutygoes,dutygoes.net,nivdort
dga,mmrgthtc,mmrgthtc.xxx,necurs
dga,vnwdsvqgfgiuexon,vnwdsvqgfgiuexon.net,necurs
dga,sundayhour,sundayhour.net,nivdort
dga,hhqcccmihvyd,hhqcccmihvyd.ru,cryptolocker
dga,jsuhkpuoqhkfqjh,jsuhkpuoqhkfqjh.co.uk,cryptolocker
dga,6fd402148a3a106f3fe00df3337793ea,6fd402148a3a106f3fe00df3337793ea.co.cc,bamital
dga,qormbbxtcpdydrylvginhdzl,qormbbxtcpdydrylvginhdzl.ru,goz
dga,sightraise,sightraise.net,nivdort
dga,nkocdegncjphijn,nkocdegncjphijn.ru,cryptolocker
dga,xjhyxmll,xjhyxmll.ir,necurs
dga,25c7c2c6d30e7ebdca84278f5056dd95,25c7c2c6d30e7ebdca84278f5056dd95.org,bamital
dga,9cf4aa3382de3d51b0057a8cbfb8c8a1,9cf4aa3382de3d51b0057a8cbfb8c8a1.info,bamital
dga,zz11dcd347ja1sb0w9xkjo9kv,zz11dcd347ja1sb0w9xkjo9kv.net,newgoz
dga,kphaiqiavsvb,kphaiqiavsvb.ru,cryptolocker
dga,ceiayyfbmonc,ceiayyfbmonc.org,cryptolocker
dga,9cdddcf9a399e317de37cbd004d4f288,9cdddcf9a399e317de37cbd004d4f288.co.cc,bamital
dga,4xgasy1v9ra651gta91hi2zwh5,4xgasy1v9ra651gta91hi2zwh5.biz,gameoverdga
dga,1leeuek1mq9jhqfl6x068ifc12,1leeuek1mq9jhqfl6x068ifc12.org,gameoverdga
dga,wyncistneqar,wyncistneqar.ru,cryptolocker
dga,wentheight,wentheight.net,nivdort
dga,ebbkrirgpjivccivu,ebbkrirgpjivccivu.co,necurs
dga,wentvoice,wentvoice.net,nivdort
dga,upxylufmijasde,upxylufmijasde.ru,cryptolocker
dga,ljmjmbvodyxhuucxkhmwkjblfrgi,ljmjmbvodyxhuucxkhmwkjblfrgi.ru,goz
dga,sesiupjeqrvldo,sesiupjeqrvldo.ru,cryptolocker
dga,clwmtvymcnxavny,clwmtvymcnxavny.ru,cryptolocker
dga,apyogmfkqohnir,apyogmfkqohnir.su,necurs
dga,anubohojpapngq,anubohojpapngq.ru,cryptolocker
dga,oidwnbxgdbuh,oidwnbxgdbuh.ru,cryptolocker
dga,jwbtanqwxsyijrnfw,jwbtanqwxsyijrnfw.tw,necurs
dga,jkgsmaalcxuf,jkgsmaalcxuf.org,cryptolocker
dga,ztcepffedmdylqspailuch,ztcepffedmdylqspailuch.ru,goz
dga,etgsgjcvqcnu,etgsgjcvqcnu.ru,cryptolocker
dga,mtjdmedemrkiuh,mtjdmedemrkiuh.ru,cryptolocker
dga,ynocspxxegcftjhbmyf,ynocspxxegcftjhbmyf.cx,necurs
dga,bebysyliwvxcbka,bebysyliwvxcbka.ru,cryptolocker
dga,1c196b9095072a82ee6f69983e95630f,1c196b9095072a82ee6f69983e95630f.co.cc,bamital
dga,qmifgjbhddqbtdh,qmifgjbhddqbtdh.ru,cryptolocker
dga,fopibjvccnmqvl,fopibjvccnmqvl.ru,cryptolocker
dga,nqspidc,nqspidc.nu,necurs
dga,1t1aj8mcumiimdo9cct1in89w7,1t1aj8mcumiimdo9cct1in89w7.biz,newgoz
dga,bebadloutxuf,bebadloutxuf.su,necurs
dga,17attgp1opmst6c1wq9td44sua,17attgp1opmst6c1wq9td44sua.biz,newgoz
dga,cvslahbucda,cvslahbucda.xxx,necurs
dga,rtkdextedtrpjrcrmtqqk,rtkdextedtrpjrcrmtqqk.ru,necurs
dga,qexdtapeeclouubrb,qexdtapeeclouubrb.biz,necurs
dga,qkyzpgmvoswskfqgmyhhehlnbpb,qkyzpgmvoswskfqgmyhhehlnbpb.ru,goz
dga,0ad2a825fc56605f1be2e2b2a5733da4,0ad2a825fc56605f1be2e2b2a5733da4.co.cc,bamital
dga,leihfqqkdaaebainzlqinqwxw,leihfqqkdaaebainzlqinqwxw.ru,goz
dga,gyiljffrpyivbxv,gyiljffrpyivbxv.ru,cryptolocker
dga,chnfhbaetstdoux,chnfhbaetstdoux.ru,cryptolocker
dga,gcvaguoitgatmk,gcvaguoitgatmk.ru,cryptolocker
dga,bycoifplnumy,bycoifplnumy.ru,cryptolocker
dga,3b1976d97c9f07fc4e7b3070b3740fc4,3b1976d97c9f07fc4e7b3070b3740fc4.info,bamital
dga,qffuryvhyytuxuk,qffuryvhyytuxuk.ru,cryptolocker
dga,14y4e8e1ervbo7cqtw4j1c0c9q6,14y4e8e1ervbo7cqtw4j1c0c9q6.net,newgoz
dga,fc0c35e58ffffd185d68395840efd6ac,fc0c35e58ffffd185d68395840efd6ac.cz.cc,bamital
dga,npsojyyqtyieoqp,npsojyyqtyieoqp.ru,cryptolocker
dga,swhujnncokoi,swhujnncokoi.ru,cryptolocker
dga,wqkegechnbey,wqkegechnbey.ru,cryptolocker
dga,ryeqvqpflfvaerygoxs,ryeqvqpflfvaerygoxs.ru,necurs
dga,plakafkqpjhvvxe,plakafkqpjhvvxe.ru,cryptolocker
dga,nnqujpslycng,nnqujpslycng.ru,cryptolocker
dga,ionybcrxqxgcv,ionybcrxqxgcv.ru,cryptolocker
dga,amxkidoqlomf,amxkidoqlomf.ru,cryptolocker
dga,songconsiderable,songconsiderable.net,nivdort
dga,kpfonybiqnhaxub,kpfonybiqnhaxub.ru,cryptolocker
dga,74ion5wjaim918ushdpviqm5i,74ion5wjaim918ushdpviqm5i.com,gameoverdga
dga,1asy036g7tlu0x7kuhezt37af,1asy036g7tlu0x7kuhezt37af.net,newgoz
dga,wvzdua858qeg9yfawi2iz55j,wvzdua858qeg9yfawi2iz55j.org,gameoverdga
dga,fpegqcyh,fpegqcyh.me,necurs
dga,dmusweeddqbg,dmusweeddqbg.ru,cryptolocker
dga,lnetpdovxsodsl,lnetpdovxsodsl.ru,cryptolocker
dga,mlimotakepdsv,mlimotakepdsv.so,necurs
dga,ntblualoe,ntblualoe.bit,necurs
dga,spokewing,spokewing.net,nivdort
dga,tnaqjndbcciqh,tnaqjndbcciqh.ru,cryptolocker
dga,ocogjypdkaabg,ocogjypdkaabg.info,cryptolocker
dga,wishfeed,wishfeed.net,nivdort
dga,ncykfenqojwf,ncykfenqojwf.ru,cryptolocker
dga,cbeuhkmxhatuyiw,cbeuhkmxhatuyiw.ru,cryptolocker
dga,ilvcrwpybiujn,ilvcrwpybiujn.ru,cryptolocker
dga,67a617a92e3289c73159b1681fc6e143,67a617a92e3289c73159b1681fc6e143.info,bamital
dga,ekmtnmompmwwxuu,ekmtnmompmwwxuu.ru,cryptolocker
dga,fbotvdksvcxef,fbotvdksvcxef.ru,cryptolocker
dga,1vxznov16031kjxneqjk1rtofi6,1vxznov16031kjxneqjk1rtofi6.org,newgoz
dga,dkhbsnyimjskrea,dkhbsnyimjskrea.ru,cryptolocker
dga,4ec59571ae3503537f6ca1286e9e9237,4ec59571ae3503537f6ca1286e9e9237.cz.cc,bamital
dga,1wb9y74dc4akny669tm1rvzkyi,1wb9y74dc4akny669tm1rvzkyi.biz,gameoverdga
dga,f9a5c9d66cf3a13dfeb08196db2bd8c1,f9a5c9d66cf3a13dfeb08196db2bd8c1.org,bamital
dga,843a5b5f8887ad6a1cff57b4ff16d7d7,843a5b5f8887ad6a1cff57b4ff16d7d7.co.cc,bamital
dga,vmsupfgfguqgn,vmsupfgfguqgn.ru,cryptolocker
dga,ljyfiwasschpi,ljyfiwasschpi.ru,cryptolocker
dga,unvtjbd,unvtjbd.net,necurs
dga,vksokvmdpgkiwfn,vksokvmdpgkiwfn.ru,cryptolocker
dga,9d9e560e1ecd37e14548633eeb8dac15,9d9e560e1ecd37e14548633eeb8dac15.co.cc,bamital
dga,18k3ntqt4674a1wggz6k113gwnu,18k3ntqt4674a1wggz6k113gwnu.com,gameoverdga
dga,wjdrnaedigefl,wjdrnaedigefl.su,necurs
dga,hyrphsnjsdqtt,hyrphsnjsdqtt.ru,cryptolocker
dga,agkysjqderstxk,agkysjqderstxk.ru,cryptolocker
dga,exmnqnmyxrdglh,exmnqnmyxrdglh.ru,cryptolocker
dga,ajwydhlkjtbyl,ajwydhlkjtbyl.ru,cryptolocker
dga,fqiphuibrwuee,fqiphuibrwuee.org,necurs
dga,1jrksb1pr70zrkdspxqreszpj,1jrksb1pr70zrkdspxqreszpj.com,newgoz
dga,phptrlghendhvqxbaugm,phptrlghendhvqxbaugm.biz,necurs
dga,phitegnucetdk,phitegnucetdk.ru,cryptolocker
dga,k94a541bzk1nrmqx4ls1ovcdpy,k94a541bzk1nrmqx4ls1ovcdpy.com,gameoverdga
dga,ywhbbsvhmhxcsa,ywhbbsvhmhxcsa.ru,cryptolocker
dga,felayfmjblhqfmqgbmfp,felayfmjblhqfmqgbmfp.ru,goz
dga,ggytfnjtqxsgnuwg,ggytfnjtqxsgnuwg.co,necurs
dga,v450yv2du7v013i3wyg1eh0wpi,v450yv2du7v013i3wyg1eh0wpi.biz,gameoverdga
dga,13a041108746c21dfaf2f9c68632ed37,13a041108746c21dfaf2f9c68632ed37.info,bamital
dga,xoc6oer8zy1e66c8yac8mjon,xoc6oer8zy1e66c8yac8mjon.biz,newgoz
dga,oumdajldeaken,oumdajldeaken.ru,cryptolocker
dga,nhskd3luyzed1tp57yo53s9it,nhskd3luyzed1tp57yo53s9it.org,newgoz
dga,eugkjkigrvvgp,eugkjkigrvvgp.ru,cryptolocker
dga,qqpqtiwefjjow,qqpqtiwefjjow.ru,cryptolocker
dga,gadiwsjrjrnrhdqxxsscpzskkrvspv,gadiwsjrjrnrhdqxxsscpzskkrvspv.ru,goz
dga,nnrkqcpwnuwr,nnrkqcpwnuwr.info,cryptolocker
dga,a213609792b791e1e98efaffca02d43c,a213609792b791e1e98efaffca02d43c.cz.cc,bamital
dga,geplvffbaxsjbvbvrbne,geplvffbaxsjbvbvrbne.me,necurs
dga,1ts0ygo15p4wmvf51ccm1jo2viq,1ts0ygo15p4wmvf51ccm1jo2viq.net,newgoz
dga,hblbqkqkbugmqozheyxwgspytiv,hblbqkqkbugmqozheyxwgspytiv.ru,goz
dga,unkvxhxvvdgbue,unkvxhxvvdgbue.ru,cryptolocker
dga,noskoejsbavlnhe,noskoejsbavlnhe.ru,cryptolocker
dga,pkugmxompdwets,pkugmxompdwets.ru,cryptolocker
dga,gdmwemncefxcyd,gdmwemncefxcyd.ru,cryptolocker
dga,bjlqddxomfpvsf,bjlqddxomfpvsf.ru,cryptolocker
dga,smnrgldgkopbd,smnrgldgkopbd.ru,cryptolocker
dga,1edrt8c1iizwxkklalge13ffz8c,1edrt8c1iizwxkklalge13ffz8c.com,newgoz
dga,csmtjpxeytoms,csmtjpxeytoms.ru,cryptolocker
dga,gayq7o1ui3wdlczbgga1gkjqsb,gayq7o1ui3wdlczbgga1gkjqsb.org,gameoverdga
dga,yxjaiftnhiej,yxjaiftnhiej.ru,cryptolocker
dga,kg8zao50wkbz4pqy0516900fm,kg8zao50wkbz4pqy0516900fm.com,newgoz
dga,qpsadqxxkunc,qpsadqxxkunc.ru,cryptolocker
dga,kwsh6c1h9jw7zh0ytjpi45c4g,kwsh6c1h9jw7zh0ytjpi45c4g.com,gameoverdga
dga,kaifrjqlvysapio,kaifrjqlvysapio.ru,cryptolocker
dga,07cd5ad202e60792ea74f9fe9cb00854,07cd5ad202e60792ea74f9fe9cb00854.cz.cc,bamital
dga,1hw14fx1ppw3p51ucmhu01xbw40y,1hw14fx1ppw3p51ucmhu01xbw40y.net,gameoverdga
dga,vjhwgylrfibvu,vjhwgylrfibvu.ru,cryptolocker
dga,thcwactmkulrio,thcwactmkulrio.net,cryptolocker
dga,ceys4p1pm630y11zrd9w13z8vv,ceys4p1pm630y11zrd9w13z8vv.com,newgoz
dga,vgsbfvvwmkxa,vgsbfvvwmkxa.ru,cryptolocker
dga,amibxnlhfbyor,amibxnlhfbyor.ru,cryptolocker
dga,pilvadxkdmiplwy,pilvadxkdmiplwy.mx,necurs
dga,forhnmgsjakn,forhnmgsjakn.ru,cryptolocker
dga,0991ec3603336998843bf65d193fbff7,0991ec3603336998843bf65d193fbff7.info,bamital
dga,fovwjvsqcajjud,fovwjvsqcajjud.ru,cryptolocker
dga,hkscoroycmlbb,hkscoroycmlbb.ru,cryptolocker
dga,40b93f00ef1a17ccc5d837d5df53e96b,40b93f00ef1a17ccc5d837d5df53e96b.info,bamital
dga,gbxqkqtiiyyogii,gbxqkqtiiyyogii.ru,cryptolocker
dga,19dc4repbnwhv102m9fdxrbq6t,19dc4repbnwhv102m9fdxrbq6t.net,newgoz
dga,vjxvrs1kdcr3y10sqlsx1ia23rs,vjxvrs1kdcr3y10sqlsx1ia23rs.org,newgoz
dga,ulumlkvcvtyv,ulumlkvcvtyv.ru,cryptolocker
dga,a9f4dc174451a451d142a0207e8d65d2,a9f4dc174451a451d142a0207e8d65d2.org,bamital
dga,rlqnnhkpmkrwjf,rlqnnhkpmkrwjf.ru,cryptolocker
dga,dycobgahogvynnovoq,dycobgahogvynnovoq.cx,necurs
dga,rlqmodhpdqivtgg,rlqmodhpdqivtgg.ru,cryptolocker
dga,hrvmgnljxlyvba,hrvmgnljxlyvba.biz,cryptolocker
dga,cloudpeace,cloudpeace.net,nivdort
dga,kgjndwhxwhtx,kgjndwhxwhtx.ru,cryptolocker
dga,ivroychpmcplcmonw,ivroychpmcplcmonw.su,necurs
dga,324ab479fbf2ef7ecf485ea7ad54495f,324ab479fbf2ef7ecf485ea7ad54495f.org,bamital
dga,pofofzttoeukvkjojlzprhqtxogiro,pofofzttoeukvkjojlzprhqtxogiro.ru,goz
dga,rkdiwpyhrsdizlucxskbl,rkdiwpyhrsdizlucxskbl.ru,goz
dga,hangimportant,hangimportant.net,nivdort
dga,1hcr1hrghz5vfnrdyfekf6i7g,1hcr1hrghz5vfnrdyfekf6i7g.com,gameoverdga
dga,mxwqjlntpgwyofw,mxwqjlntpgwyofw.ru,cryptolocker
dga,bvkmtvtafoaw,bvkmtvtafoaw.co.uk,cryptolocker
dga,ovoekbexocgpo,ovoekbexocgpo.ru,cryptolocker
dga,qodghefrkcdckrb,qodghefrkcdckrb.sx,necurs
dga,kse62su5hkzlbyeouk19jtga1,kse62su5hkzlbyeouk19jtga1.biz,newgoz
dga,a30a69f3123655fdc701cf7f0a874f21,a30a69f3123655fdc701cf7f0a874f21.info,bamital
dga,uujaiwypijvjpk,uujaiwypijvjpk.ru,cryptolocker
dga,10rcb3x1st75dk1xj924bspfv4e,10rcb3x1st75dk1xj924bspfv4e.biz,newgoz
dga,88f1e3204afa221713a7cb05ecc5bb17,88f1e3204afa221713a7cb05ecc5bb17.co.cc,bamital
dga,scicqnbtyhmjrgphqeyrosk,scicqnbtyhmjrgphqeyrosk.ru,goz
dga,ukveeidklsmpiiv,ukveeidklsmpiiv.ru,cryptolocker
dga,7hst1sgriyt01rpd5h019dfryy,7hst1sgriyt01rpd5h019dfryy.net,gameoverdga
dga,vovydxuwcmr,vovydxuwcmr.com,necurs
dga,1okfi9z1afc63y1r989x6165m1me,1okfi9z1afc63y1r989x6165m1me.com,gameoverdga
dga,oi5fqt4quenr1qbfwcyuluf6q,oi5fqt4quenr1qbfwcyuluf6q.biz,newgoz
dga,nohthuqmkkpwyy,nohthuqmkkpwyy.ru,cryptolocker
dga,djfhmuxwauhv,djfhmuxwauhv.ru,cryptolocker
dga,rdaxpnwkxvmxhf,rdaxpnwkxvmxhf.ru,cryptolocker
dga,090da93e8f19607b25a5782cf2d1b022,090da93e8f19607b25a5782cf2d1b022.org,bamital
dga,ssslphgfngwf,ssslphgfngwf.org,cryptolocker
dga,1drh658htxj1lupy3ln0aya,1drh658htxj1lupy3ln0aya.com,newgoz
dga,qarbsrkjxevtg,qarbsrkjxevtg.ru,cryptolocker
dga,nhxhnhbgsppy,nhxhnhbgsppy.ru,cryptolocker
dga,musicheight,musicheight.net,nivdort
dga,ljlcmgmqcnid,ljlcmgmqcnid.ru,cryptolocker
dga,lubsyuobfwabspo,lubsyuobfwabspo.ru,cryptolocker
dga,cbnshrqygdjxfln,cbnshrqygdjxfln.ru,cryptolocker
dga,irbyhekfcqfqojypderrchmzxgfu,irbyhekfcqfqojypderrchmzxgfu.ru,goz
dga,vvyjixfugrtlf,vvyjixfugrtlf.ru,cryptolocker
dga,khpglguwlkryqg,khpglguwlkryqg.ru,cryptolocker
dga,e3ac65d0410ce7d93216bc952d0dbbb3,e3ac65d0410ce7d93216bc952d0dbbb3.co.cc,bamital
dga,lthmqglxwmrwex,lthmqglxwmrwex.ru,cryptolocker
dga,mqmowbrppuuhfdb,mqmowbrppuuhfdb.com,cryptolocker
dga,328918d40ec6a179a5008eceaf70efa6,328918d40ec6a179a5008eceaf70efa6.cz.cc,bamital
dga,ueqgkfdxateewn,ueqgkfdxateewn.ru,cryptolocker
dga,mimgqssthkty,mimgqssthkty.com,cryptolocker
dga,myuibfhiaonhrh,myuibfhiaonhrh.ru,cryptolocker
dga,sicklady,sicklady.net,nivdort
dga,jlssrusbkuvsacv,jlssrusbkuvsacv.sc,necurs
dga,waljutcnlsaeoscrim,waljutcnlsaeoscrim.co,necurs
dga,arivehurt,arivehurt.net,nivdort
dga,withdish,withdish.net,nivdort
dga,hlegxtbtpmsuaxix,hlegxtbtpmsuaxix.ir,necurs
dga,h5hdz65gye1k1visftg1tkyaaf,h5hdz65gye1k1visftg1tkyaaf.net,newgoz
dga,basihewtnxesfbh,basihewtnxesfbh.cx,necurs
dga,atunusdslnkygra,atunusdslnkygra.ru,cryptolocker
dga,guaqdcuvcxlaqnvgmciqswgrwnbnj,guaqdcuvcxlaqnvgmciqswgrwnbnj.ru,goz
dga,obhgymfupxstoegdmupemc,obhgymfupxstoegdmupemc.ru,goz
dga,c46e21d998f8e81a593b1dbcb2c4ae0d,c46e21d998f8e81a593b1dbcb2c4ae0d.cz.cc,bamital
dga,hbfskdrmwywmx,hbfskdrmwywmx.org,cryptolocker
dga,63a00cae49717ddd0940b094adfbd621,63a00cae49717ddd0940b094adfbd621.org,bamital
dga,6814e1e7fe98227f2233e38238e4b6d9,6814e1e7fe98227f2233e38238e4b6d9.co.cc,bamital
dga,7j7h48ctm53hzcvgx71mc241b,7j7h48ctm53hzcvgx71mc241b.com,newgoz
dga,arivesure,arivesure.net,nivdort
dga,8c4cej1mt0vv7xghada1ay7hk6,8c4cej1mt0vv7xghada1ay7hk6.net,gameoverdga
dga,roivtlrhsqgwgssgvcibkvxaiuk,roivtlrhsqgwgssgvcibkvxaiuk.ru,goz
dga,vglcauvupmpcjj,vglcauvupmpcjj.biz,cryptolocker
dga,skbljxyomaum,skbljxyomaum.ru,cryptolocker
