isDGA,domain,host,subclass
dga,bhyvaacyulbpnosmv,bhyvaacyulbpnosmv.pw,necurs
dga,hesvkogypdxx,hesvkogypdxx.biz,cryptolocker
dga,hzoh0e1wrdgvbothh1w1u08q3f,hzoh0e1wrdgvbothh1w1u08q3f.net,gameoverdga
dga,1qi347l1ub4yay7i9ev31nrhqn7,1qi347l1ub4yay7i9ev31nrhqn7.org,newgoz
dga,deklkoagrvbsa,deklkoagrvbsa.ru,cryptolocker
dga,dutyprice,dutyprice.net,nivdort
dga,5udg7jigdp4donb4nh1cjt4dt,5udg7jigdp4donb4nh1cjt4dt.net,gameoverdga
dga,hjipjvwindjkk,hjipjvwindjkk.net,cryptolocker
dga,sji64v1e5n8oj18s0zdp1cee9m3,sji64v1e5n8oj18s0zdp1cee9m3.com,newgoz
dga,rockpress,rockpress.net,nivdort
dga,knowfebruary,knowfebruary.net,nivdort
dga,1dzudiciad2x01hixff99pqavd,1dzudiciad2x01hixff99pqavd.net,newgoz
dga,vlvpsrlmomyoerk,vlvpsrlmomyoerk.biz,cryptolocker
dga,atpqnamtqmltxsqpg,atpqnamtqmltxsqpg.mx,necurs
dga,58abf1b3331c1865af2664d2c1101773,58abf1b3331c1865af2664d2c1101773.info,bamital
dga,vobqdvwyhylozautbagerwai,vobqdvwyhylozautbagerwai.ru,goz
dga,rctgkfmvlfvuohijpfjnxgmctsei,rctgkfmvlfvuohijpfjnxgmctsei.ru,goz
dga,udusccbqflquce,udusccbqflquce.info,cryptolocker
dga,jtvilgktcqxwn,jtvilgktcqxwn.ru,cryptolocker
dga,zeywf51lowuyd1wyo35k1njugcn,zeywf51lowuyd1wyo35k1njugcn.net,gameoverdga
dga,mvmcmtfmtyme,mvmcmtfmtyme.ru,cryptolocker
dga,8ab22e034a0d9b7070fb2c32308d2c86,8ab22e034a0d9b7070fb2c32308d2c86.co.cc,bamital
dga,ns95tiydz95mfxffty1e7d8mb,ns95tiydz95mfxffty1e7d8mb.org,gameoverdga
dga,5f3y4z1c21eypwf3jhbc2ekme,5f3y4z1c21eypwf3jhbc2ekme.biz,gameoverdga
dga,c63e93be90741d4c4b1c8e027fb2a7c5,c63e93be90741d4c4b1c8e027fb2a7c5.cz.cc,bamital
dga,threelive,threelive.net,nivdort
dga,rrndjebieywew,rrndjebieywew.ru,cryptolocker
dga,dovhmupfuouoenueev,dovhmupfuouoenueev.nf,necurs
dga,vcsxehemcpymi,vcsxehemcpymi.me,necurs
dga,fd9cbca650d53b149c4d31a99ec057e2,fd9cbca650d53b149c4d31a99ec057e2.info,bamital
dga,ehi6zj1sxkg4xexvt89ndxxea,ehi6zj1sxkg4xexvt89ndxxea.com,gameoverdga
dga,kefojaaevjyaoke,kefojaaevjyaoke.ru,cryptolocker
dga,offerguide,offerguide.net,nivdort
dga,pdxvaxpnkwnh,pdxvaxpnkwnh.ru,cryptolocker
dga,xqgtrnrntgblnjp,xqgtrnrntgblnjp.ru,cryptolocker
dga,kwnvcskmsetvm,kwnvcskmsetvm.com,cryptolocker
dga,wlwkmottmdaoa,wlwkmottmdaoa.ru,cryptolocker
dga,tfsojwjwhyqxjebl,tfsojwjwhyqxjebl.ug,necurs
dga,rockbelow,rockbelow.net,nivdort
dga,vmibccrdlykh,vmibccrdlykh.net,cryptolocker
dga,jikbfvdwxvdngr,jikbfvdwxvdngr.ru,cryptolocker
dga,rwjblydpnxsldmmffucauoltbit,rwjblydpnxsldmmffucauoltbit.ru,goz
dga,iwmdrervxklyr,iwmdrervxklyr.co.uk,cryptolocker
dga,sundayfind,sundayfind.net,nivdort
dga,hqib14cxqix1dm137anx99w8,hqib14cxqix1dm137anx99w8.org,gameoverdga
dga,tjvsaqqxsxfobk,tjvsaqqxsxfobk.ru,cryptolocker
dga,cloudwild,cloudwild.net,nivdort
dga,threerest,threerest.net,nivdort
dga,pickcould,pickcould.net,nivdort
dga,df26dc37c509e49a471b949d86021767,df26dc37c509e49a471b949d86021767.info,bamital
dga,5djer7z4llxr1dkuaatas0r3s,5djer7z4llxr1dkuaatas0r3s.biz,gameoverdga
dga,ifobvdexgrrwpfeybmtwsamp,ifobvdexgrrwpfeybmtwsamp.ru,goz
dga,1q9n35koo8l7fcfvtx1detc3n,1q9n35koo8l7fcfvtx1detc3n.net,newgoz
dga,mhuckcggkpbcmoe,mhuckcggkpbcmoe.ru,cryptolocker
dga,joinmarry,joinmarry.net,nivdort
dga,fdrxadlctows,fdrxadlctows.ru,cryptolocker
dga,xgpqdfdmaseamqv,xgpqdfdmaseamqv.ru,cryptolocker
dga,698cb915d53c7d27394e936a428f82f6,698cb915d53c7d27394e936a428f82f6.info,bamital
dga,ibuxekqkbixo,ibuxekqkbixo.info,cryptolocker
dga,wrongoctover,wrongoctover.net,nivdort
dga,cwujncbxtajbx,cwujncbxtajbx.ru,cryptolocker
dga,cfsekhogjhki,cfsekhogjhki.ru,cryptolocker
dga,ncyplqwhemafmsx,ncyplqwhemafmsx.ru,cryptolocker
dga,fjkomjmrgyddy,fjkomjmrgyddy.ru,cryptolocker
dga,c058233abbcc590d1e425806eb39fb89,c058233abbcc590d1e425806eb39fb89.cz.cc,bamital
dga,mqoilurnfehfqs,mqoilurnfehfqs.ru,cryptolocker
dga,jabnleibhmdtdl,jabnleibhmdtdl.org,cryptolocker
dga,yccultcpmimvvjjhak,yccultcpmimvvjjhak.ru,necurs
dga,pfluwbalqwojxocmxkjlrsg,pfluwbalqwojxocmxkjlrsg.ru,goz
dga,jxhbquhgbrflij,jxhbquhgbrflij.ru,cryptolocker
dga,ckngujmjvvte,ckngujmjvvte.ru,cryptolocker
dga,1t9f0dt1s1hhig176i6pz1ggcyet,1t9f0dt1s1hhig176i6pz1ggcyet.org,gameoverdga
dga,1n8libvup6kb91aw4mvg4xxub8,1n8libvup6kb91aw4mvg4xxub8.com,gameoverdga
dga,hmqgxwdewkbanobwctsmrqpjwggeq,hmqgxwdewkbanobwctsmrqpjwggeq.ru,goz
dga,40d04b4c12600b4d37dd778fda317956,40d04b4c12600b4d37dd778fda317956.org,bamital
dga,sr3k2v1tuzqkp1utv91s1ttmpv9,sr3k2v1tuzqkp1utv91s1ttmpv9.net,newgoz
dga,4b75c478ecc6e1dba3240429a9a8f22a,4b75c478ecc6e1dba3240429a9a8f22a.org,bamital
dga,ecdxxtrmuxyc,ecdxxtrmuxyc.ru,cryptolocker
dga,uujgrvpwekqfmr,uujgrvpwekqfmr.ru,cryptolocker
dga,loaqkk4uv0er18y66ya1qma5t6,loaqkk4uv0er18y66ya1qma5t6.com,newgoz
dga,6206293044f1c751e19682343cfc1ed8,6206293044f1c751e19682343cfc1ed8.co.cc,bamital
dga,17nbfcflpnsk3elm16d9vcvvg,17nbfcflpnsk3elm16d9vcvvg.org,newgoz
dga,5a6lvn1hdult9xhcbv81fu6dov,5a6lvn1hdult9xhcbv81fu6dov.org,newgoz
dga,whichworld,whichworld.net,nivdort
dga,wqpbjyspfvfxhva,wqpbjyspfvfxhva.ru,cryptolocker
dga,bwxertthwdypy,bwxertthwdypy.ru,cryptolocker
dga,lguwsiffcynryo,lguwsiffcynryo.ru,cryptolocker
dga,withcould,withcould.net,nivdort
dga,dmtaswqheteoof,dmtaswqheteoof.info,cryptolocker
dga,106f7u41kvgmrr11630ha3ojxsb,106f7u41kvgmrr11630ha3ojxsb.org,gameoverdga
dga,jtadrutouiwvsmhlxf,jtadrutouiwvsmhlxf.cc,necurs
dga,ldbbhsmcjoys,ldbbhsmcjoys.org,cryptolocker
dga,msqaoqcfvkur,msqaoqcfvkur.ru,cryptolocker
dga,1mdeytnmzxybgxjejafkic5nq,1mdeytnmzxybgxjejafkic5nq.net,gameoverdga
dga,ztmvptifcpbwgqwbarorz,ztmvptifcpbwgqwbarorz.ru,goz
dga,9c97zf1ec0xj4lxik2910voxvz,9c97zf1ec0xj4lxik2910voxvz.com,gameoverdga
dga,emagkriatcsgiimgdyrt,emagkriatcsgiimgdyrt.de,necurs
dga,humanhorse,humanhorse.net,nivdort
dga,lfqcjtjl,lfqcjtjl.su,necurs
dga,acmowenewdhbu,acmowenewdhbu.ru,cryptolocker
dga,g6gw4g1ez691s1dasy6v17u1lgw,g6gw4g1ez691s1dasy6v17u1lgw.net,newgoz
dga,yihvobgmdigh,yihvobgmdigh.ru,cryptolocker
dga,1idd1fk1gc5gbl1im8olw18460qm,1idd1fk1gc5gbl1im8olw18460qm.org,newgoz
dga,ptxwrkrronjtm,ptxwrkrronjtm.ru,cryptolocker
dga,pntudolccxmkjnm,pntudolccxmkjnm.net,cryptolocker
dga,pwwcokpotxpw,pwwcokpotxpw.biz,cryptolocker
dga,ckwjfwcrumipo,ckwjfwcrumipo.ru,cryptolocker
dga,vjisxueljvwgm,vjisxueljvwgm.ru,cryptolocker
dga,modrrfbiunsawr,modrrfbiunsawr.net,cryptolocker
dga,lfhdqchihhyswmfdquoxzd,lfhdqchihhyswmfdquoxzd.ru,goz
dga,1f0zthd1xyxfh2k21kf7v1x41w,1f0zthd1xyxfh2k21kf7v1x41w.biz,newgoz
dga,mostusual,mostusual.net,nivdort
dga,feltsuch,feltsuch.net,nivdort
dga,2211105d19615987bcb46d249a1a6f9b,2211105d19615987bcb46d249a1a6f9b.info,bamital
dga,dcbbr3bgn42j1f86ab1hv7cmj,dcbbr3bgn42j1f86ab1hv7cmj.net,gameoverdga
dga,crtxqflknjrsa,crtxqflknjrsa.ru,cryptolocker
dga,9ccfe4a7e8b88cb2ab81fc86bc77769a,9ccfe4a7e8b88cb2ab81fc86bc77769a.org,bamital
dga,gsvxbdbtoyqpk,gsvxbdbtoyqpk.ru,cryptolocker
dga,nvteegximxbyha,nvteegximxbyha.ru,cryptolocker
dga,dmmbrbsronvlesj,dmmbrbsronvlesj.info,cryptolocker
dga,xeyjhgissrrpo,xeyjhgissrrpo.ru,cryptolocker
dga,qcusljdeauwpvpvpryfyltbe,qcusljdeauwpvpvpryfyltbe.ru,goz
dga,joinbest,joinbest.net,nivdort
dga,ygdaxqrwihox,ygdaxqrwihox.ru,cryptolocker
dga,ejsjkulrbkjfo,ejsjkulrbkjfo.ru,cryptolocker
dga,youf1g1mig0alf82gkm1b652aa,youf1g1mig0alf82gkm1b652aa.com,newgoz
dga,byralmwerhfqp,byralmwerhfqp.info,cryptolocker
dga,uwltilcqvnemy,uwltilcqvnemy.ru,cryptolocker
dga,qjgjeaq,qjgjeaq.com,necurs
dga,3988d0960d2a52cb4ed3dc4ebf67c4eb,3988d0960d2a52cb4ed3dc4ebf67c4eb.co.cc,bamital
dga,yepluxdagggyqeo,yepluxdagggyqeo.ru,cryptolocker
dga,darkhouse,darkhouse.net,nivdort
dga,spotfirst,spotfirst.net,nivdort
dga,humansure,humansure.net,nivdort
dga,mvfbycibddcf,mvfbycibddcf.ru,cryptolocker
dga,hqqgshqohksf,hqqgshqohksf.ru,cryptolocker
dga,twlruckzqnrhorauruoukaqqkqkeu,twlruckzqnrhorauruoukaqqkqkeu.ru,goz
dga,ebkavmcxvbjrfg,ebkavmcxvbjrfg.info,cryptolocker
dga,vckbpdvkfhxdd,vckbpdvkfhxdd.ru,cryptolocker
dga,0d7bf6681a3e0219f2a5ef7249d27273,0d7bf6681a3e0219f2a5ef7249d27273.cz.cc,bamital
dga,qqnrqjhvnvpd,qqnrqjhvnvpd.ru,cryptolocker
dga,ypscqkvajeyxvxq,ypscqkvajeyxvxq.ru,cryptolocker
dga,atitgojwtufi,atitgojwtufi.ru,cryptolocker
dga,dkkhguvjqxovt,dkkhguvjqxovt.ru,cryptolocker
dga,mmikxjkdryri,mmikxjkdryri.ru,cryptolocker
dga,cbqvljorokqh,cbqvljorokqh.ru,cryptolocker
dga,hillbody,hillbody.net,nivdort
dga,ksfcyknneebhttu,ksfcyknneebhttu.ru,cryptolocker
dga,kblibmbmmrpfmvqoozpzkbwgyhyd,kblibmbmmrpfmvqoozpzkbwgyhyd.ru,goz
dga,bafyqodaxtkxglvtggell,bafyqodaxtkxglvtggell.ru,goz
dga,fmoneyklvcbuk,fmoneyklvcbuk.ru,cryptolocker
dga,plemwla,plemwla.cc,necurs
dga,hairkind,hairkind.net,nivdort
dga,14ye03pfd9tp81mnbc8e1tj0z27,14ye03pfd9tp81mnbc8e1tj0z27.net,newgoz
dga,zdhghlvlzukztdlqxklzptgp,zdhghlvlzukztdlqxklzptgp.ru,goz
dga,vycsvereehmgoim,vycsvereehmgoim.ru,cryptolocker
dga,leqbqrqttkkl,leqbqrqttkkl.info,cryptolocker
dga,wxlufuimaoern,wxlufuimaoern.ru,cryptolocker
dga,sunphdrnspwgxva,sunphdrnspwgxva.ru,cryptolocker
dga,stkvaqjeenbd,stkvaqjeenbd.ru,cryptolocker
dga,cnbihyvgmnhj,cnbihyvgmnhj.ru,cryptolocker
dga,jbwclbfqbqrwhvcxscalqoxws,jbwclbfqbqrwhvcxscalqoxws.ru,goz
dga,h9ccts7y3atr1drbl6a1nwnk0m,h9ccts7y3atr1drbl6a1nwnk0m.net,newgoz
dga,wq23cy1ej4la2r8sll8hpgay6,wq23cy1ej4la2r8sll8hpgay6.net,newgoz
dga,ttseiuwwexbmxhkrddozqv,ttseiuwwexbmxhkrddozqv.ru,goz
dga,syfkprfltejw,syfkprfltejw.ru,cryptolocker
dga,wifemine,wifemine.net,nivdort
dga,signhurt,signhurt.net,nivdort
dga,mjwxasybhemifiv,mjwxasybhemifiv.biz,cryptolocker
dga,euybjuqjop,euybjuqjop.eu,necurs
dga,yesglxeaqlmfuu,yesglxeaqlmfuu.ru,cryptolocker
dga,bsudpsmcdybw,bsudpsmcdybw.ru,cryptolocker
dga,mvhgwrlhuxooydbtewtra,mvhgwrlhuxooydbtewtra.ga,necurs
dga,fnqgfccngtie,fnqgfccngtie.biz,cryptolocker
dga,mwhhckqvunmunb,mwhhckqvunmunb.ru,cryptolocker
dga,1ptzoa4e6spu51e0zon71kibih4,1ptzoa4e6spu51e0zon71kibih4.com,gameoverdga
dga,uiivosqekfxjh,uiivosqekfxjh.ru,cryptolocker
dga,obhhquakjhkog,obhhquakjhkog.ru,cryptolocker
dga,pqudwhmnwxcsp,pqudwhmnwxcsp.pro,necurs
dga,ymnfpihcgjxmaw,ymnfpihcgjxmaw.ru,cryptolocker
dga,xdvckscddthji,xdvckscddthji.ru,cryptolocker
dga,faugqmtkeqyh,faugqmtkeqyh.ru,cryptolocker
dga,f4834b816be6484f4277e433288f3207,f4834b816be6484f4277e433288f3207.cz.cc,bamital
dga,uwberlcprdbqn,uwberlcprdbqn.ru,cryptolocker
dga,torwcauuzpvsmzeemljindljh,torwcauuzpvsmzeemljindljh.ru,goz
dga,103cisbxi3y7x1kkddcsnk7vgj,103cisbxi3y7x1kkddcsnk7vgj.com,gameoverdga
dga,vrgqxkuiikqqnuu,vrgqxkuiikqqnuu.ru,cryptolocker
dga,xmsfavefjopcg,xmsfavefjopcg.ru,cryptolocker
dga,1nbcyawqdpsh21kenajx1r0k4x9,1nbcyawqdpsh21kenajx1r0k4x9.net,newgoz
dga,h4tagle8kmm6swip22yqaht4,h4tagle8kmm6swip22yqaht4.net,gameoverdga
dga,0b06ea45e7dbe215d21f894a64b07f10,0b06ea45e7dbe215d21f894a64b07f10.cz.cc,bamital
dga,uchftjwcgjndx,uchftjwcgjndx.ru,cryptolocker
dga,wvhdummgmytc,wvhdummgmytc.ru,cryptolocker
dga,rgtjnvslnpvlsglbaofxwpxsw,rgtjnvslnpvlsglbaofxwpxsw.ru,goz
dga,ynaltwqyxxirxp,ynaltwqyxxirxp.ru,cryptolocker
dga,pdmayyrknmkhu,pdmayyrknmkhu.ru,cryptolocker
dga,1pdnei7jl3l7ovokn915lt868,1pdnei7jl3l7ovokn915lt868.net,gameoverdga
dga,ijtmfenfaqpfaemvvgtkbzpmrga,ijtmfenfaqpfaemvvgtkbzpmrga.ru,goz
dga,qonwsurecqma,qonwsurecqma.ru,cryptolocker
dga,thisrule,thisrule.net,nivdort
dga,tvcjafcnpvw61ca1trexf98t0,tvcjafcnpvw61ca1trexf98t0.biz,newgoz
dga,jpaobkambuxn,jpaobkambuxn.ru,cryptolocker
dga,8kb0kd103tfgc1yp7j6tg1lauo,8kb0kd103tfgc1yp7j6tg1lauo.com,newgoz
dga,1blzmz4mab8hf1b09qt61neecb,1blzmz4mab8hf1b09qt61neecb.net,gameoverdga
dga,murhqinulweets,murhqinulweets.ru,cryptolocker
dga,uwddmqgasdle,uwddmqgasdle.ru,cryptolocker
dga,xulvxbglbasy,xulvxbglbasy.ru,cryptolocker
dga,njyxqgpndqapmi,njyxqgpndqapmi.ru,cryptolocker
dga,almxttevhptg,almxttevhptg.ru,cryptolocker
dga,wswbxgpilbtuia,wswbxgpilbtuia.org,cryptolocker
dga,dlrxyjsogvqggukm,dlrxyjsogvqggukm.pro,necurs
dga,bmruhbvobseykc,bmruhbvobseykc.ru,cryptolocker
dga,thesemile,thesemile.net,nivdort
dga,711658662902cc718bc78b311a425ebc,711658662902cc718bc78b311a425ebc.cz.cc,bamital
dga,40768490cf9dee13da6f6906f5f996be,40768490cf9dee13da6f6906f5f996be.cz.cc,bamital
dga,vnpqnjjfgoyyp,vnpqnjjfgoyyp.ru,cryptolocker
dga,aawsamnfkukdk,aawsamnfkukdk.ru,cryptolocker
dga,suhjadwtljey,suhjadwtljey.ru,cryptolocker
dga,ukgklvsonrlsptvbwr,ukgklvsonrlsptvbwr.sc,necurs
dga,fdc76bfe468cf7fff568e9ec44ed05cb,fdc76bfe468cf7fff568e9ec44ed05cb.cz.cc,bamital
dga,fnbnaekwfwuw,fnbnaekwfwuw.ru,cryptolocker
dga,pveytogyhirlzrpaijfnpnlfplz,pveytogyhirlzrpaijfnpnlfplz.ru,goz
dga,1mjwitq11wo9nn14km2r612zs464,1mjwitq11wo9nn14km2r612zs464.org,newgoz
dga,8c370d070191f7f43bfdf7e71bf73db5,8c370d070191f7f43bfdf7e71bf73db5.cz.cc,bamital
dga,yvw0i8193j2n9wdgrf5ntvt7o,yvw0i8193j2n9wdgrf5ntvt7o.biz,newgoz
dga,tdxymsweyyxs,tdxymsweyyxs.ru,cryptolocker
dga,1xwaozz1noxsz0zfbu3sq8zcsz,1xwaozz1noxsz0zfbu3sq8zcsz.org,gameoverdga
dga,utywpgubnrec,utywpgubnrec.ru,cryptolocker
dga,vajmlskufljre,vajmlskufljre.ru,cryptolocker
dga,mrnytirknxlmqnh,mrnytirknxlmqnh.ru,cryptolocker
dga,1gibwig1ce36ynolnr6u184x8w5,1gibwig1ce36ynolnr6u184x8w5.com,gameoverdga
dga,sqcutmtfrmqdcij,sqcutmtfrmqdcij.ru,cryptolocker
dga,6ecdb3731dccd89f0befb4d67dc2e84a,6ecdb3731dccd89f0befb4d67dc2e84a.cz.cc,bamital
dga,frontgreat,frontgreat.net,nivdort
dga,eekrses2wp951ewr3am1w75y2q,eekrses2wp951ewr3am1w75y2q.com,newgoz
dga,nusmghxniuubi,nusmghxniuubi.ru,cryptolocker
dga,mapbqfawkfam,mapbqfawkfam.ru,cryptolocker
dga,kdc2701swkgs51vrx4qrl87wmq,kdc2701swkgs51vrx4qrl87wmq.com,gameoverdga
dga,rbhdwuxkomfisfp,rbhdwuxkomfisfp.ru,cryptolocker
dga,f1873adfe2e5b7b56da41d10275bec6e,f1873adfe2e5b7b56da41d10275bec6e.cz.cc,bamital
dga,du8afd79m9tcudaduriqqo0s,du8afd79m9tcudaduriqqo0s.net,gameoverdga
dga,xrcjtkumtjfyb,xrcjtkumtjfyb.ru,cryptolocker
dga,ebdmcfveioafsng,ebdmcfveioafsng.ru,cryptolocker
dga,grexhwugdegh,grexhwugdegh.ru,cryptolocker
dga,abiwlspyisfb,abiwlspyisfb.ru,cryptolocker
dga,92vb3z130vhls3yrd0c1hl75nz,92vb3z130vhls3yrd0c1hl75nz.org,newgoz
dga,dvwzhobzlealrmbtcuwpvkizlnr,dvwzhobzlealrmbtcuwpvkizlnr.ru,goz
dga,xcqvpikhuktn,xcqvpikhuktn.info,cryptolocker
dga,zdskyprcoonqvoxgknuctdulzt,zdskyprcoonqvoxgknuctdulzt.ru,goz
dga,groupguide,groupguide.net,nivdort
dga,n6e52194mb3a100r9idywjzz9,n6e52194mb3a100r9idywjzz9.org,newgoz
dga,eumfkghkwmpx,eumfkghkwmpx.ru,cryptolocker
dga,qoisncfacamfiwiou,qoisncfacamfiwiou.sh,necurs
dga,tdqymcyfqqtct,tdqymcyfqqtct.ru,cryptolocker
dga,shdxaekwhifj,shdxaekwhifj.biz,cryptolocker
dga,gladreach,gladreach.net,nivdort
dga,judwtjfqfibt,judwtjfqfibt.info,cryptolocker
dga,1wozalg1e36vvx1do6kie7gafdj,1wozalg1e36vvx1do6kie7gafdj.org,gameoverdga
dga,oocqadawnxfmhsg,oocqadawnxfmhsg.ru,cryptolocker
dga,qdjjjgnlwagbqs,qdjjjgnlwagbqs.ru,cryptolocker
dga,lacrywnjpmcfrymg,lacrywnjpmcfrymg.sc,necurs
dga,ouqabcoarhkbgvh,ouqabcoarhkbgvh.ru,cryptolocker
dga,vxcidejtihkl,vxcidejtihkl.ru,cryptolocker
dga,ogccqsyuleogf,ogccqsyuleogf.ru,cryptolocker
dga,dreamunder,dreamunder.net,nivdort
dga,fhsnxq1kbctsl1fgz6bdrirk4e,fhsnxq1kbctsl1fgz6bdrirk4e.biz,gameoverdga
dga,exkgvggrdytwm,exkgvggrdytwm.ru,cryptolocker
dga,fwpkqwoffnnst,fwpkqwoffnnst.ru,cryptolocker
dga,threeserve,threeserve.net,nivdort
dga,lookbegan,lookbegan.net,nivdort
dga,13106236cd6cb20359f6dd01e93589de,13106236cd6cb20359f6dd01e93589de.co.cc,bamital
dga,gqmrrnfubpcset,gqmrrnfubpcset.ru,cryptolocker
dga,crxnkyuauaosans,crxnkyuauaosans.co.uk,cryptolocker
dga,gjbdntktjnkukikmesdku,gjbdntktjnkukikmesdku.ga,necurs
dga,fewevhksjjpqwk,fewevhksjjpqwk.biz,cryptolocker
dga,fctpnijufmoeboyow,fctpnijufmoeboyow.tv,necurs
dga,68922c5274989dfb6357a6617316e5c6,68922c5274989dfb6357a6617316e5c6.info,bamital
dga,1bxg8e316itiqhf0ds431s2ajvx,1bxg8e316itiqhf0ds431s2ajvx.net,gameoverdga
dga,bghnwxhdlybta,bghnwxhdlybta.ru,cryptolocker
dga,nxmndipfjussb,nxmndipfjussb.ru,cryptolocker
dga,vrkoawketcnmptu,vrkoawketcnmptu.ru,cryptolocker
dga,uummxcbsfppmas,uummxcbsfppmas.ru,cryptolocker
dga,1otcp481g3p51f1jz58rz1b0266p,1otcp481g3p51f1jz58rz1b0266p.net,gameoverdga
dga,sightwhole,sightwhole.net,nivdort
dga,irzxyxtgpqconyvggiyxjvph,irzxyxtgpqconyvggiyxjvph.ru,goz
dga,ifqqsvsdyojibmvrsxqccmyyx,ifqqsvsdyojibmvrsxqccmyyx.ru,goz
dga,2nwaej85s9byndsq56to63fe,2nwaej85s9byndsq56to63fe.net,newgoz
dga,1ociljo1yfnv0j6koqsv1bstvrg,1ociljo1yfnv0j6koqsv1bstvrg.org,newgoz
dga,huayobhqaylvjruwhkjxskxskl,huayobhqaylvjruwhkjxskxskl.ru,goz
dga,hadmfeongqaeaqmbpwaldyhdanz,hadmfeongqaeaqmbpwaldyhdanz.ru,goz
dga,vukgmihndavoh,vukgmihndavoh.ru,cryptolocker
dga,signgrow,signgrow.net,nivdort
dga,902901fee2409ac2ac2e1b6ea2e0c527,902901fee2409ac2ac2e1b6ea2e0c527.cz.cc,bamital
dga,krnftpiidmbdfmeiv,krnftpiidmbdfmeiv.biz,necurs
dga,cloudjune,cloudjune.net,nivdort
dga,kpwsxeacegyark,kpwsxeacegyark.ru,cryptolocker
dga,kueslhycfptvmtku,kueslhycfptvmtku.pro,necurs
dga,mvtwrwpzphaavcqgjxpjfmbmba,mvtwrwpzphaavcqgjxpjfmbmba.ru,goz
dga,apnyqipqyohv,apnyqipqyohv.ru,cryptolocker
dga,uultiycbjtgsj,uultiycbjtgsj.org,cryptolocker
dga,tjey5bx3llwx11nj731saonkn,tjey5bx3llwx11nj731saonkn.com,newgoz
dga,4qhs0s1ofiax91y8v680qf2znx,4qhs0s1ofiax91y8v680qf2znx.com,newgoz
dga,1vmq5gupum0r5sel9l13hojwo,1vmq5gupum0r5sel9l13hojwo.com,newgoz
dga,navrermaqyiian,navrermaqyiian.ru,cryptolocker
dga,qchgedml,qchgedml.eu,necurs
dga,12em4uwacyzoe1b9whzq1rumndt,12em4uwacyzoe1b9whzq1rumndt.org,gameoverdga
dga,humangreen,humangreen.net,nivdort
dga,hykxjbgwhdln,hykxjbgwhdln.ru,cryptolocker
dga,4b3a30d7302ee9f54bd413b74b58db2c,4b3a30d7302ee9f54bd413b74b58db2c.org,bamital
dga,jgnqxmjorsekcv,jgnqxmjorsekcv.ru,cryptolocker
dga,4a0d848f8335f016561ee3c040e393bc,4a0d848f8335f016561ee3c040e393bc.co.cc,bamital
dga,1rwrfnr1udfo1yskn7vg10n7yve,1rwrfnr1udfo1yskn7vg10n7yve.net,gameoverdga
dga,lklrxmintiwi,lklrxmintiwi.info,cryptolocker
dga,rqlcixfyonhf,rqlcixfyonhf.ru,cryptolocker
dga,mufsfmyguuhewot,mufsfmyguuhewot.ru,cryptolocker
dga,yeygsqrrthcitrk,yeygsqrrthcitrk.ru,cryptolocker
dga,hqabrgpimnbavs,hqabrgpimnbavs.ru,cryptolocker
dga,spokemarch,spokemarch.net,nivdort
dga,1og1zyr1i0kxpnnzk6xnwh6fr1,1og1zyr1i0kxpnnzk6xnwh6fr1.biz,gameoverdga
dga,ljvbynjscvdelrvxszxhinga,ljvbynjscvdelrvxszxhinga.ru,goz
dga,15u4zxo13j5a3h5yztuow1hsyw,15u4zxo13j5a3h5yztuow1hsyw.org,newgoz
dga,126frzv9np6i1n4bh4xj3lgzb,126frzv9np6i1n4bh4xj3lgzb.biz,newgoz
dga,59368941dc549af6d9048e9cd20c2857,59368941dc549af6d9048e9cd20c2857.info,bamital
dga,bbictkucaxxoae,bbictkucaxxoae.ru,cryptolocker
dga,ibmbkrkrnrxcygedalhiayyphhy,ibmbkrkrnrxcygedalhiayyphhy.ru,goz
dga,fmnhamdglrrlpj,fmnhamdglrrlpj.co.uk,cryptolocker
dga,dfwphqhtitvdbbv,dfwphqhtitvdbbv.biz,cryptolocker
dga,dibdeitozhtwkdpnkzknylu,dibdeitozhtwkdpnkzknylu.ru,goz
dga,xlmkytccpyidcjryh,xlmkytccpyidcjryh.net,necurs
dga,58c1455eea25ce3a0c8171540646b92c,58c1455eea25ce3a0c8171540646b92c.info,bamital
dga,q7of701j6pi0s1v4yvhj1goho53,q7of701j6pi0s1v4yvhj1goho53.org,newgoz
dga,bnofnqxxvqwag,bnofnqxxvqwag.ru,cryptolocker
dga,drinkgoes,drinkgoes.net,nivdort
dga,roomwear,roomwear.net,nivdort
dga,fathdowekslad,fathdowekslad.ru,cryptolocker
dga,122e7x71jld8zkptvw9d1kjcrg1,122e7x71jld8zkptvw9d1kjcrg1.com,gameoverdga
dga,sgvjbpmprrqfmg,sgvjbpmprrqfmg.ru,cryptolocker
dga,yrxwcfykfqpjta,yrxwcfykfqpjta.ru,cryptolocker
dga,wpdvtmumrjbgkppmss,wpdvtmumrjbgkppmss.pw,necurs
dga,sppeqtvqrrhdhg,sppeqtvqrrhdhg.co.uk,cryptolocker
dga,qqmfnrrog,qqmfnrrog.su,necurs
dga,ltrkdipgnvpxb,ltrkdipgnvpxb.ru,cryptolocker
dga,tsmxdctutyarsn,tsmxdctutyarsn.ru,cryptolocker
dga,oqxffrdfeedd,oqxffrdfeedd.ru,cryptolocker
